uem,inc_uem,dindiza,inc_dindiza,massangena,inc_massangena,pomene,inc_pomene,maravia,inc_maravia,nhangau,inc_nhangau,nhapassa_1,inc_nhapassa_1,lugela_1,inc_lugela_1,chomba,inc_chomba,nanhupo_1,inc_nanhupo_1,massangulo,inc_massangulo_1
0.915,-0.003,,,,,,,,,,,,,,,,,,,,
0.912,0.003,,,,,,,,,,,,,,,,,,,,
0.915,0.003,,,,,,,,,,,,,,,,,,,,
0.918,-0.003,,,,,,,,,,,,,,,,,,,,
0.915,0.003,,,,,,,,,,,,,,,,,,,,
0.918,0.008,,,,,,,,,,,,,,,,,,,,
0.926,0.003,,,,,,,,,,,,,,,,,,,,
0.929,0.002,,,,,,,,,,,,,,,,,,,,
0.931,-0.003,,,,,,,,,,,,,,,,,,,,
0.928,0.007,,,,,,,,,,,,,,,,,,,,
0.936,0.002,,,,,,,,,,,,,,,,,,,,
0.938,0.002,,,,,,,,,,,,,,,,,,,,
0.94,0.002,,,,,,,,,,,,,,,,,,,,
0.942,0.002,,,,,,,,,,,,,,,,,,,,
0.944,-0.003,,,,,,,,,,,,,,,,,,,,
0.941,-0.003,,,,,,,,,,,,,,,,,,,,
0.938,0.002,,,,,,,,,,,,,,,,,,,,
0.94,-0.003,,,,,,,,,,,,,,,,,,,,
0.937,-0.003,,,,,,,,,,,,,,,,,,,,
0.935,-0.003,,,,,,,,,,,,,,,,,,,,
0.932,-0.003,,,,,,,,,,,,,,,,,,,,
0.929,0.002,,,,,,,,,,,,,,,,,,,,
0.931,0.002,,,,,,,,,,,,,,,,,,,,
0.933,0.002,,,,,,,,,,,,,,,,,,,,
0.935,0.002,,,,,,,,,,,,,,,,,,,,
0.936,0.006,,,,,,,,,,,,,,,,,,,,
0.942,0.002,,,,,,,,,,,,,,,,,,,,
0.944,0.002,,,,,,,,,,,,,,,,,,,,
0.946,0.006,,,,,,,,,,,,,,,,,,,,
0.951,0.001,,,,,,,,,,,,,,,,,,,,
0.953,0.005,,,,,,,,,,,,,,,,,,,,
0.958,0.001,,,,,,,,,,,,,,,,,,,,
0.959,0.005,,,,,,,,,,,,,,,,,,,,
0.964,0.001,,,,,,,,,,,,,,,,,,,,
0.966,0.001,,,,,,,,,,,,,,,,,,,,
0.967,0.001,,,,,,,,,,,,,,,,,,,,
0.968,0.001,,,,,,,,,,,,,,,,,,,,
0.969,-0.003,,,,,,,,,,,,,,,,,,,,
0.967,0.001,,,,,,,,,,,,,,,,,,,,
0.968,0.005,,,,,,,,,,,,,,,,,,,,
0.973,0.001,,,,,,,,,,,,,,,,,,,,
0.974,0.001,,,,,,,,,,,,,,,,,,,,
0.975,0.001,,,,,,,,,,,,,,,,,,,,
0.976,0.001,,,,,,,,,,,,,,,,,,,,
0.977,0.001,,,,,,,,,,,,,,,,,,,,
0.978,-0.002,,,,,,,,,,,,,,,,,,,,
0.976,0.001,,,,,,,,,,,,,,,,,,,,
0.977,0.001,,,,,,,,,,,,,,,,,,,,
0.978,0.001,,,,,,,,,,,,,,,,,,,,
0.979,-0.002,,,,,,,,,,,,,,,,,,,,
0.977,0.004,,,,,,,,,,,,,,,,,,,,
0.981,-0.002,,,,,,,,,,,,,,,,,,,,
0.979,0.004,,,,,,,,,,,,,,,,,,,,
0.984,0.001,,,,,,,,,,,,,,,,,,,,
0.985,-0.005,,,,,,,,,,,,,,,,,,,,
0.979,0.004,,,,,,,,,,,,,,,,,,,,
0.983,0.001,,,,,,,,,,,,,,,,,,,,
0.985,0.001,,,,,,,,,,,,,,,,,,,,
0.986,0.001,,,,,,,,,,,,,,,,,,,,
0.987,-0.002,,,,,,,,,,,,,,,,,,,,
0.985,0.001,,,,,,,,,,,,,,,,,,,,
0.986,0.001,,,,,,,,,,,,,,,,,,,,
0.987,-0.002,,,,,,,,,,,,,,,,,,,,
0.985,-0.002,,,,,,,,,,,,,,,,,,,,
0.983,0.004,,,,,,,,,,,,,,,,,,,,
0.987,-0.002,,,,,,,,,,,,,,,,,,,,
0.985,-0.005,,,,,,,,,,,,,,,,,,,,
0.981,0.004,,,,,,,,,,,,,,,,,,,,
0.985,0.004,,,,,,,,,,,,,,,,,,,,
0.989,0.001,,,,,,,,,,,,,,,,,,,,
0.99,-0.002,,,,,,,,,,,,,,,,,,,,
0.988,-0.002,,,,,,,,,,,,,,,,,,,,
0.986,-0.002,,,,,,,,,,,,,,,,,,,,
0.985,0.004,,,,,,,,,,,,,,,,,,,,
0.989,-0.002,,,,,,,,,,,,,,,,,,,,
0.987,-0.004,,,,,,,,,,,,,,,,,,,,
0.983,0.004,,,,,,,,,,,,,,,,,,,,
0.987,-0.001,,,,,,,,,,,,,,,,,,,,
0.985,-0.001,,,,,,,,,,,,,,,,,,,,
0.984,0.006,,,,,,,,,,,,,,,,,,,,
0.99,-0.001,,,,,,,,,,,,,,,,,,,,
0.989,0.001,,,,,,,,,,,,,,,,,,,,
0.99,0.001,,,,,,,,,,,,,,,,,,,,
0.991,-0.004,,,,,,,,,,,,,,,,,,,,
0.988,0.004,,,,,,,,,,,,,,,,,,,,
0.991,0.004,,,,,,,,,,,,,,,,,,,,
0.995,0.001,,,,,,,,,,,,,,,,,,,,
0.996,-0.001,,,,,,,,,,,,,,,,,,,,
0.995,-0.004,,,,,,,,,,,,,,,,,,,,
0.991,0.001,,,,,,,,,,,,,,,,,,,,
0.993,0.001,,,,,,,,,,,,,,,,,,,,
0.994,0.006,,,,,,,,,,,,,,,,,,,,
,-0.004,,,,,,,,,,,,,,,,,,,,
0.997,-0.006,,,,,,,,,,,,,,,,,,,,
0.991,0.006,,,,,,,,,,,,,,,,,,,,
0.997,-0.001,,,,,,,,,,,,,,,,,,,,
0.996,0.001,,,,,,,,,,,,,,,,,,,,
0.997,-0.001,,,,,,,,,,,,,,,,,,,,
0.996,0.011,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,0.004,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,0.004,,,,,,,,,,,,,,,,,,,,
,0.004,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,-0.005,,,,,,,,,,,,,,,,,,,,
1,0.004,,,,,,,,,,,,,,,,,,,,
,-0.001,,,,,,,,,,,,,,,,,,,,
,0.004,,,,,,,,,,,,,,,,,,,,
,0.001,,,,,,,,,,,,,,,,,,,,
,0.001,,,,,,,,,,,,,,,,,,,,
,-0.003,,,,,,,,,,,,,,,,,,,,
,0.002,,,,,,,,,,,,,,,,,,,,
,0.002,,,,,,,,,,,,,,,,,,,,
,-1.009,,,,,,,,,,,,,,,,,,,,
0.768,-0.436,,,,,,,,,,,,,,,,,,,,
0.332,-0.332,,,,,,,,,,,,,,,,,,,,
0.768,-0.768,,,,,,,,,,,,,,,,,,,,
0.666,0.242,,,,,,,,,,,,,,,,,,,,
0.908,-0.908,,,,,,,,,,,,,,,,,,,,
0.269,-0.269,,,,,,,,,,,,,,,,,,,,
0.486,0.478,,,,,,,,,,,,,,,,,,,,
0.964,-0.425,,,,,,,,,,,,,,,,,,,,
0.539,-0.236,,,,,,,,,,,,,,,,,,,,
0.303,-0.303,,,,,,,,,,,,,,,,,,,,
0.981,-0.981,,,,,,,,,,,,,,,,,,,,
0.345,0.161,,,,,,,,,,,,,,,,,,,,
0.506,-0.506,,,,,,,,,,,,,,,,,,,,
0.323,-0.122,,,,,,,,,,,,,,,,,,,,
0.201,-0.201,,,,,,,,,,,,,,,,,,,,
0.404,-0.404,,,,,,,,,,,,,,,,,,,,
0.64,-0.64,,,,,,,,,,,,,,,,,,,,
0.886,0.086,,,,,,,,,,,,,,,,,,,,
0.972,-0.972,,,,,,,,,,,,,,,,,,,,
0.217,-0.018,,,,,,,,,,,,,,,,,,,,
0.199,0.005,,,,,,,,,,,,,,,,,,,,
0.204,0.095,,,,,,,,,,,,,,,,,,,,
0.3,-0.3,,,,,,,,,,,,,,,,,,,,
0.305,-0.012,,,,,,,,,,,,,,,,,,,,
0.293,-0.293,,,,,,,,,,,,,,,,,,,,
0.953,-0.953,,,,,,,,,,,,,,,,,,,,
0.66,-0.66,,,,,,,,,,,,,,,,,,,,
0.607,-0.607,,,,,,,,,,,,,,,,,,,,
0.234,-0.028,,,,,,,,,,,,,,,,,,,,
0.206,-0.001,,,,,,,,,,,,,,,,,,,,
0.205,-0.205,,,,,,,,,,,,,,,,,,,,
0.431,-0.431,,,,,,,,,,,,,,,,,,,,
0.738,-0.5,,,,,,,,,,,,,,,,,,,,
0.238,-0.013,,,,,,,,,,,,,,,,,,,,
0.225,0.004,,,,,,,,,,,,,,,,,,,,
0.229,0.017,,,,,,,,,,,,,,,,,,,,
0.246,0.375,,,,,,,,,,,,,,,,,,,,
0.62,-0.62,,,,,,,,,,,,,,,,,,,,
0.28,-0.025,,,,,,,,,,,,,,,,,,,,
0.254,0.007,,,,,,,,,,,,,,,,,,,,
0.261,-0.261,,,,,,,,,,,,,,,,,,,,
0.493,-0.493,,,,,,,,,,,,,,,,,,,,
0.562,-0.133,,,,,,,,,,,,,,,,,,,,
0.429,-0.069,,,,,,,,,,,,,,,,,,,,
0.36,-0.041,,,,,,,,,,,,,,,,,,,,
0.319,-0.015,,,,,,,,,,,,,,,,,,,,
0.304,-0.003,,,,,,,,,,,,,,,,,,,,
0.301,0.012,,,,,,,,,,,,,,,,,,,,
0.313,0.022,,,,,,,,,,,,,,,,,,,,
0.335,0.033,,,,,,,,,,,,,,,,,,,,
0.368,0.043,,,,,,,,,,,,,,,,,,,,
0.411,0.094,,,,,,,,,,,,,,,,,,,,
0.506,0.002,,,,,,,,,,,,,,,,,,,,
0.508,0.104,,,,,,,,,,,,,,,,,,,,
0.612,-0.612,,,,,,,,,,,,,,,,,,,,
0.456,-0.013,,,,,,,,,,,,,,,,,,,,
0.443,0.072,,,,,,,,,,,,,,,,,,,,
0.515,-0.515,,,,,,,,,,,,,,,,,,,,
0.582,-0.082,,,,,,,,,,,,,,,,,,,,
0.5,-0.041,,,,,,,,,,,,,,,,,,,,
0.458,-0.021,,,,,,,,,,,,,,,,,,,,
0.437,-0.016,,,,,,,,,,,,,,,,,,,,
0.421,0.026,,,,,,,,,,,,,,,,,,,,
0.447,0.326,,,,,,,,,,,,,,,,,,,,
0.773,-0.139,,,,,,,,,,,,,,,,,,,,
0.634,-0.165,,,,,,,,,,,,,,,,,,,,
0.47,-0.089,,,,,,,,,,,,,,,,,,,,
0.38,-0.029,,,,,,,,,,,,,,,,,,,,
0.351,0.002,,,,,,,,,,,,,,,,,,,,
0.353,0.012,,,,,,,,,,,,,,,,,,,,
0.365,0.015,,,,,,,,,,,,,,,,,,,,
0.38,0.01,,,,,,,,,,,,,,,,,,,,
0.39,0.118,,,,,,,,,,,,,,,,,,,,
0.508,-0.126,,,,,,,,,,,,,,,,,,,,
0.382,-0.01,,,,,,,,,,,,,,,,,,,,
0.372,-0.005,,,,,,,,,,,,,,,,,,,,
0.366,-0.003,,,,,,,,,,,,,,,,,,,,
0.364,-0.003,,,,,,,,,,,,,,,,,,,,
0.361,-0.005,,,,,,,,,,,,,,,,,,,,
0.356,-0.016,,,,,,,,,,,,,,,,,,,,
0.34,-0.003,,,,,,,,,,,,,,,,,,,,
0.337,0.008,,,,,,,,,,,,,,,,,,,,
0.344,0.008,,,,,,,,,,,,,,,,,,,,
0.352,-0.006,,,,,,,,,,,,,,,,,,,,
0.346,0.068,,,,,,,,,,,,,,,,,,,,
0.414,0.168,,,,,,,,,,,,,,,,,,,,
0.582,-0.187,,,,,,,,,,,,,,,,,,,,
0.395,0.476,,,,,,,,,,,,,,,,,,,,
0.872,-0.872,,,,,,,,,,,,,,,,,,,,
0.333,-0.023,,,,,,,,,,,,,,,,,,,,
0.31,0.002,,,,,,,,,,,,,,,,,,,,
0.312,0.014,,,,,,,,,,,,,,,,,,,,
0.326,0.029,,,,,,,,,,,,,,,,,,,,
0.355,-0.003,,,,,,,,,,,,,,,,,,,,
0.352,-0.003,,,,,,,,,,,,,,,,,,,,
0.349,-0.012,,,,,,,,,,,,,,,,,,,,
0.337,0,,,,,,,,,,,,,,,,,,,,
0.336,0.012,,,,,,,,,,,,,,,,,,,,
0.348,0.021,,,,,,,,,,,,,,,,,,,,
0.37,0.022,,,,,,,,,,,,,,,,,,,,
0.392,0.022,,,,,,,,,,,,,,,,,,,,
0.414,-0.003,,,,,,,,,,,,,,,,,,,,
0.411,-0.016,,,,,,,,,,,,,,,,,,,,
0.395,-0.013,,,,,,,,,,,,,,,,,,,,
0.383,-0.016,,,,,,,,,,,,,,,,,,,,
0.367,-0.013,,,,,,,,,,,,,,,,,,,,
0.354,-0.013,,,,,,,,,,,,,,,,,,,,
0.34,-0.01,,,,,,,,,,,,,,,,,,,,
0.33,0.02,,,,,,,,,,,,,,,,,,,,
0.35,0.013,,,,,,,,,,,,,,,,,,,,
0.363,-0.058,,,,,,,,,,,,,,,,,,,,
0.305,-0.018,,,,,,,,,,,,,,,,,,,,
0.287,0.017,,,,,,,,,,,,,,,,,,,,
0.304,-0.304,,,,,,,,,,,,,,,,,,,,
0.281,0.006,,,,,,,,,,,,,,,,,,,,
0.287,0.01,,,,,,,,,,,,,,,,,,,,
0.297,0.34,,,,,,,,,,,,,,,,,,,,
0.638,-0.308,,,,,,,,,,,,,,,,,,,,
0.33,0,,,,,,,,,,,,,,,,,,,,
0.329,0.038,,,,,,,,,,,,,,,,,,,,
0.367,0.066,,,,,,,,,,,,,,,,,,,,
0.433,-0.062,,,,,,,,,,,,,,,,,,,,
0.371,-0.008,,,,,,,,,,,,,,,,,,,,
0.363,-0.012,,,,,,,,,,,,,,,,,,,,
0.352,0.097,,,,,,,,,,,,,,,,,,,,
0.448,-0.448,,,,,,,,,,,,,,,,,,,,
0.901,-0.901,,,,,,,,,,,,,,,,,,,,
0.465,-0.021,,,,,,,,,,,,,,,,,,,,
0.444,-0.444,,,,,,,,,,,,,,,,,,,,
0.382,0.014,,,,,,,,,,,,,,,,,,,,
0.396,-0.396,,,,,,,,,,,,,,,,,,,,
0.79,-0.402,,,,,,,,,,,,,,,,,,,,
0.388,0.078,,,,,,,,,,,,,,,,,,,,
0.466,0.06,,,,,,,,,,,,,,,,,,,,
0.527,-0.527,,,,,,,,,,,,,,,,,,,,
0.843,-0.463,,,,,,,,,,,,,,,,,,,,
0.38,0.139,,,,,,,,,,,,,,,,,,,,
0.52,-0.183,,,,,,,,,,,,,,,,,,,,
0.337,-0.006,,,,,,,,,,,,,,,,,,,,
0.331,-0.017,,,,,,,,,,,,,,,,,,,,
0.314,-0.001,,,,,,,,,,,,,,,,,,,,
0.313,0.479,,,,,,,,,,,,,,,,,,,,
0.792,-0.792,,,,,,,,,,,,,,,,,,,,
0.376,-0.376,,,,,,,,,,,,,,,,,,,,
0.413,-0.031,,,,,,,,,,,,,,,,,,,,
0.382,-0.032,,,,,,,,,,,,,,,,,,,,
0.351,0.051,,,,,,,,,,,,,,,,,,,,
0.402,0.06,,,,,,,,,,,,,,,,,,,,
0.462,0.015,,,,,,,,,,,,,,,,,,,,
0.477,-0.477,,,,,,,,,,,,,,,,,,,,
0.569,-0.028,,,,,,,,,,,,,,,,,,,,
0.541,0.002,,,,,,,,,,,,,,,,,,,,
0.542,0.002,,,,,,,,,,,,,,,,,,,,
0.544,0.104,,,,,,,,,,,,,,,,,,,,
0.648,-0.648,,,,,,,,,,,,,,,,,,,,
0.603,-0.016,,,,,,,,,,,,,,,,,,,,
0.587,0.002,,,,,,,,,,,,,,,,,,,,
0.589,0.022,,,,,,,,,,,,,,,,,,,,
0.611,-0.611,,,,,,,,,,,,,,,,,,,,
0.591,-0.038,,,,,,,,,,,,,,,,,,,,
0.554,-0.033,,,,,,,,,,,,,,,,,,,,
0.521,0.008,,,,,,,,,,,,,,,,,,,,
0.529,0.007,,,,,,,,,,,,,,,,,,,,
0.535,0.006,,,,,,,,,,,,,,,,,,,,
0.541,0.005,,,,,,,,,,,,,,,,,,,,
0.546,0.035,,,,,,,,,,,,,,,,,,,,
0.581,0.002,,,,,,,,,,,,,,,,,,,,
0.583,-0.026,,,,,,,,,,,,,,,,,,,,
0.556,0.002,,,,,,,,,,,,,,,,,,,,
0.559,0.002,,,,,,,,,,,,,,,,,,,,
0.56,-0.023,,,,,,,,,,,,,,,,,,,,
0.537,0.002,,,,,,,,,,,,,,,,,,,,
0.539,0.001,,,,,,,,,,,,,,,,,,,,
0.54,-0.042,,,,,,,,,,,,,,,,,,,,
0.497,-0.019,,,,,,,,,,,,,,,,,,,,
0.479,-0.018,,,,,,,,,,,,,,,,,,,,
0.461,0.022,,,,,,,,,,,,,,,,,,,,
0.483,0.002,,,,,,,,,,,,,,,,,,,,
0.484,0.001,,,,,,,,,,,,,,,,,,,,
0.486,0.001,,,,,,,,,,,,,,,,,,,,
0.487,0.017,,,,,,,,,,,,,,,,,,,,
0.504,0,,,,,,,,,,,,,,,,,,,,
0.504,0,,,,,,,,,,,,,,,,,,,,
0.504,-0.001,,,,,,,,,,,,,,,,,,,,
0.503,-0.001,,,,,,,,,,,,,,,,,,,,
0.502,-0.015,,,,,,,,,,,,,,,,,,,,
0.487,-0.014,,,,,,,,,,,,,,,,,,,,
0.473,0,,,,,,,,,,,,,,,,,,,,
0.472,-0.013,,,,,,,,,,,,,,,,,,,,
0.459,0,,,,,,,,,,,,,,,,,,,,
0.459,0,,,,,,,,,,,,,,,,,,,,
0.459,0,,,,,,,,,,,,,,,,,,,,
0.458,0.011,,,,,,,,,,,,,,,,,,,,
0.469,0.011,,,,,,,,,,,,,,,,,,,,
0.48,0.01,,,,,,,,,,,,,,,,,,,,
0.49,-0.002,,,,,,,,,,,,,,,,,,,,
0.488,-0.002,,,,,,,,,,,,,,,,,,,,
0.487,-0.002,,,,,,,,,,,,,,,,,,,,
0.485,-0.002,,,,,,,,,,,,,,,,,,,,
0.484,0.018,,,,,,,,,,,,,,,,,,,,
0.502,-0.002,,,,,,,,,,,,,,,,,,,,
0.5,-0.002,,,,,,,,,,,,,,,,,,,,
0.498,-0.002,,,,,,,,,,,,,,,,,,,,
0.496,-0.011,,,,,,,,,,,,,,,,,,,,
0.485,-0.011,,,,,,,,,,,,,,,,,,,,
0.474,-0.01,,,,,,,,,,,,,,,,,,,,
0.464,-0.001,,,,,,,,,,,,,,,,,,,,
0.463,-0.001,,,,,,,,,,,,,,,,,,,,
0.461,-0.009,,,,,,,,,,,,,,,,,,,,
0.452,-0.025,,,,,,,,,,,,,,,,,,,,
0.427,-0.001,,,,,,,,,,,,,,,,,,,,
0.426,-0.001,,,,,,,,,,,,,,,,,,,,
0.426,0.007,,,,,,,,,,,,,,,,,,,,
0.432,0.006,,,,,,,,,,,,,,,,,,,,
0.439,0.013,,,,,,,,,,,,,,,,,,,,
0.452,0.027,,,,,,,,,,,,,,,,,,,,
0.479,0.06,,,,,,,,,,,,,,,,,,,,
0.539,-0.105,,,,,,,,,,,,,,,,,,,,
0.435,-0.008,,,,,,,,,,,,,,,,,,,,
0.427,-0.001,,,,,,,,,,,,,,,,,,,,
0.426,-0.001,,,,,,,,,,,,,,,,,,,,
0.425,-0.001,,,,,,,,,,,,,,,,,,,,
0.424,0.005,,,,,,,,,,,,,,,,,,,,
0.43,0.005,,,,,,,,,,,,,,,,,,,,
0.435,0.003,,,,,,,,,,,,,,,,,,,,
0.438,0.016,,,,,,,,,,,,,,,,,,,,
0.454,0.004,,,,,,,,,,,,,,,,,,,,
0.458,0.021,,,,,,,,,,,,,,,,,,,,
0.479,0.004,,,,,,,,,,,,,,,,,,,,
0.483,0.015,,,,,,,,,,,,,,,,,,,,
0.498,0.009,,,,,,,,,,,,,,,,,,,,
0.506,0.003,,,,,,,,,,,,,,,,,,,,
0.51,0.008,,,,,,,,,,,,,,,,,,,,
0.518,0.008,,,,,,,,,,,,,,,,,,,,
0.526,0.013,,,,,,,,,,,,,,,,,,,,
0.539,0.017,,,,,,,,,,,,,,,,,,,,
0.556,0.002,,,,,,,,,,,,,,,,,,,,
0.559,0.007,,,,,,,,,,,,,,,,,,,,
0.566,0.012,,,,,,,,,,,,,,,,,,,,
0.577,0.011,,,,,,,,,,,,,,,,,,,,
0.589,0.011,,,,,,,,,,,,,,,,,,,,
0.6,0.015,,,,,,,,,,,,,,,,,,,,
0.615,0.015,,,,,,,,,,,,,,,,,,,,
0.63,0.01,,,,,,,,,,,,,,,,,,,,
0.64,0.01,,,,,,,,,,,,,,,,,,,,
0.65,0.01,,,,,,,,,,,,,,,,,,,,
0.66,0.009,,,,,,,,,,,,,,,,,,,,
0.669,0.009,,,,,,,,,,,,,,,,,,,,
0.678,0.038,,,,,,,,,,,,,,,,,,,,
0.717,0.033,,,,,,,,,,,,,,,,,,,,
0.75,-0.75,,,,,,,,,,,,,,,,,,,,
0.935,-0.935,,,,,,,,,,,,,,,,,,,,
0.974,-0.974,,,,,,,,,,,,,,,,,,,,
0.718,0.289,,,,,,,,,,,,,,,,,,,,
,-0.215,,,,,,,,,,,,,,,,,,,,
0.791,-0.001,,,,,,,,,,,,,,,,,,,,
0.791,-0.322,,,,,,,,,,,,,,,,,,,,
0.469,-0.018,,,,,,,,,,,,,,,,,,,,
0.451,-0.001,,,,,,,,,,,,,,,,,,,,
0.45,0.003,,,,,,,,,,,,,,,,,,,,
0.453,0.009,,,,,,,,,,,,,,,,,,,,
0.462,0.241,,,,,,,,,,,,,,,,,,,,
0.703,0.272,,,,,,,,,,,,,,,,,,,,
0.975,0.004,,,,,,,,,,,,,,,,,,,,
0.98,-0.031,,,,,,,,,,,,,,,,,,,,
0.949,-0.033,,,,,,,,,,,,,,,,,,,,
0.916,-0.036,,,,,,,,,,,,,,,,,,,,
0.88,-0.34,,,,,,,,,,,,,,,,,,,,
0.54,0.085,,,,,,,,,,,,,,,,,,,,
0.625,-0.625,,,,,,,,,,,,,,,,,,,,
0.987,-0.36,,,,,,,,,,,,,,,,,,,,
0.627,-0.096,,,,,,,,,,,,,,,,,,,,
0.53,-0.027,,,,,,,,,,,,,,,,,,,,
0.504,0.002,,,,,,,,,,,,,,,,,,,,
0.506,0.481,,,,,,,,,,,,,,,,,,,,
0.987,-0.987,,,,,,,,,,,,,,,,,,,,
,-0.029,,,,,,,,,,,,,,,,,,,,
0.98,-0.121,,,,,,,,,,,,,,,,,,,,
0.858,-0.282,,,,,,,,,,,,,,,,,,,,
0.576,-0.052,,,,,,,,,,,,,,,,,,,,
0.524,0.02,,,,,,,,,,,,,,,,,,,,
0.544,0.206,,,,,,,,,,,,,,,,,,,,
0.75,0.221,,,,,,,,,,,,,,,,,,,,
0.971,-0.012,,,,,,,,,,,,,,,,,,,,
0.96,-0.256,,,,,,,,,,,,,,,,,,,,
0.704,0.284,,,,,,,,,,,,,,,,,,,,
0.988,0.017,,,,,,,,,,,,,,,,,,,,
,0.001,,,,,,,,,,,,,,,,,,,,
,-1.006,,,,,,,,,,,,,,,,,,,,
0.836,-0.04,,,,,,,,,,,,,,,,,,,,
0.796,0.04,,,,,,,,,,,,,,,,,,,,
0.836,0.119,,,,,,,,,,,,,,,,,,,,
0.955,-0.955,,,,,,,,,,,,,,,,,,,,
0.871,-0.233,,,,,,,,,,,,,,,,,,,,
0.638,0.166,,,,,,,,,,,,,,,,,,,,
0.804,-0.086,,,,,,,,,,,,,,,,,,,,
0.717,-0.242,,,,,,,,,,,,,,,,,,,,
0.476,0.408,,,,,,,,,,,,,,,,,,,,
0.883,0.083,,,,,,,,,,,,,,,,,,,,
0.966,-0.183,,,,,,,,,,,,,,,,,,,,
0.783,0.2,,,,,,,,,,,,,,,,,,,,
0.983,-0.283,,,,,,,,,,,,,,,,,,,,
0.7,-0.195,,,,,,,,,,,,,,,,,,,,
0.505,-0.062,,,,,,,,,,,,,,,,,,,,
0.444,0.185,,,,,,,,,,,,,,,,,,,,
0.628,0.019,,,,,,,,,,,,,,,,,,,,
0.647,-0.236,,,,,,,,,,,,,,,,,,,,
0.411,-0.002,,,,,,,,,,,,,,,,,,,,
0.409,-0.025,,,,,,,,,,,,,,,,,,,,
0.384,0.053,,,,,,,,,,,,,,,,,,,,
0.437,0.42,,,,,,,,,,,,,,,,,,,,
0.858,-0.305,,,,,,,,,,,,,,,,,,,,
0.553,0.035,,,,,,,,,,,,,,,,,,,,
0.588,-0.588,,,,,,,,,,,,,,,,,,,,
0.783,0.111,,,,,,,,,,,,,,,,,,,,
0.894,-0.045,,,,,,,,,,,,,,,,,,,,
0.849,-0.849,,,,,,,,,,,,,,,,,,,,
0.915,-0.38,,,,,,,,,,,,,,,,,,,,
0.535,-0.162,,,,,,,,,,,,,,,,,,,,
0.372,-0.014,,,,,,,,,,,,,,,,,,,,
0.359,0.046,,,,,,,,,,,,,,,,,,,,
0.405,0.06,,,,,,,,,,,,,,,,,,,,
0.465,0.038,,,,,,,,,,,,,,,,,,,,
0.502,0.039,,,,,,,,,,,,,,,,,,,,
0.541,0.021,,,,,,,,,,,,,,,,,,,,
0.563,0.009,,,,,,,,,,,,,,,,,,,,
0.572,0.011,,,,,,,,,,,,,,,,,,,,
0.584,-0.052,,,,,,,,,,,,,,,,,,,,
0.531,0.285,,,,,,,,,,,,,,,,,,,,
0.816,-0.22,,,,,,,,,,,,,,,,,,,,
0.596,0.168,,,,,,,,,,,,,,,,,,,,
0.764,0.016,,,,,,,,,,,,,,,,,,,,
0.78,0.122,,,,,,,,,,,,,,,,,,,,
0.902,-0.902,,,,,,,,,,,,,,,,,,,,
0.536,-0.099,,,,,,,,,,,,,,,,,,,,
0.437,0.336,,,,,,,,,,,,,,,,,,,,
0.774,0.062,,,,,,,,,,,,,,,,,,,,
0.836,0.06,,,,,,,,,,,,,,,,,,,,
0.895,-0.286,,,,,,,,,,,,,,,,,,,,
0.61,0.053,,,,,,,,,,,,,,,,,,,,
0.663,0.146,,,,,,,,,,,,,,,,,,,,
0.808,0.17,,,,,,,,,,,,,,,,,,,,
0.978,-0.25,,,,,,,,,,,,,,,,,,,,
0.728,0.249,,,,,,,,,,,,,,,,,,,,
0.977,-0.288,,,,,,,,,,,,,,,,,,,,
0.69,-0.246,,,,,,,,,,,,,,,,,,,,
0.443,0.212,,,,,,,,,,,,,,,,,,,,
0.655,0.187,,,,,,,,,,,,,,,,,,,,
0.842,0.079,,,,,,,,,,,,,,,,,,,,
0.921,-0.921,,,,,,,,,,,,,,,,,,,,
,-0.167,,,,,,,,,,,,,,,,,,,,
0.855,-0.21,,,,,,,,,,,,,,,,,,,,
0.645,-0.645,,,,,,,,,,,,,,,,,,,,
0.385,-0.036,,,,,,,,,,,,,,,,,,,,
0.349,0.061,,,,,,,,,,,,,,,,,,,,
0.41,-0.41,,,,,,,,,,,,,,,,,,,,
0.474,-0.078,,,,,,,,,,,,,,,,,,,,
0.396,-0.396,,,,,,,,,,,,,,,,,,,,
0.59,-0.59,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,
,-1.007,,,,,,,,,,,,,,,,,,,,
0.325,-0.014,,,,,,,,,,,,,,,,,,,,
0.311,0.017,,,,,,,,,,,,,,,,,,,,
0.329,0.589,,,,,,,,,,,,,,,,,,,,
0.917,-0.917,,,,,,,,,,,,,,,,,,,,
0.753,-0.753,,,,,,,,,,,,,,,,,,,,
0.388,-0.388,,,,,,,,,,,,,,,,,,,,
0.609,0.023,,,,,,,,,,,,,,,,,,,,
0.632,0.207,,,,,,,,,,,,,,,,,,,,
0.839,-0.839,,,,,,,,,,,,,,,,,,,,
0.401,0.056,,,,,,,,,,,,,,,,,,,,
0.457,0.007,,,,,,,,,,,,,,,,,,,,
0.464,-0.464,,,,,,,,,,,,,,,,,,,,
